,mintemp,maxtemp,prcpann,temprang,rwsaetswbs,raetcwd,prcpsum,pdaetswb,pcseas,cumlswb,rwsaet,rswbaet,rpetaet,prcpwin,prcpspr,prcpfal,pdwsaetswb,mxtmpwin,mxtmpsum,mxtmpspr,mxtmpfal,mntmpwin,mntmpsu,mntmpspr,mntmpfal,cumlws,cumlpet,cumlcwd,cumlaet,monsoon
ind_244,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_245,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_246,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_247,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_248,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_249,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_250,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_251,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_252,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_253,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_254,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_255,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_256,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_257,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_258,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_259,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_260,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_261,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_262,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_263,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_264,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_265,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_266,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_267,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_268,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_269,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_270,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_271,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_272,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_273,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_274,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_275,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_276,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_277,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_278,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_279,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_280,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_281,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_282,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_283,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_284,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_285,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_286,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_287,-6.68304,30.3763,300.063,37.1879,0.725819,0.467112,24.7159,67.4213,0.606786,111.394,1.12074,0.568632,3.1501,142.604,70.6664,62.077,27.1393,6.49568,28.748,13.5521,18.6741,-5.98342,8.54307,-0.097697,2.96585,218.68,612.845,612.845,417.925,0.083300635
ind_288,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_289,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_290,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_291,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_292,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_293,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_294,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_295,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_296,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_297,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_298,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_299,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_300,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_301,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_302,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_303,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_304,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_305,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_306,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_307,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_308,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_309,-6.68344,34.7035,125.148,41.3545,0.454944,0.163078,17.7931,81.898,0.367491,3.15168,1.01032,0.030172,7.13231,39.9876,40.8341,26.5328,1.47663,7.98999,32.5324,16.9851,20.7356,-5.78791,11.9753,2.17962,6.55883,105.727,744.834,744.834,640.4,0.12722455
ind_310,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_311,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_312,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_313,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_314,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_315,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_316,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_317,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_318,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_319,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_320,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_321,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_322,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_323,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_324,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319
ind_325,-7.24624,27.4795,562.127,34.6211,0.68955,0.888992,22.989,81.9131,0.766235,217.28,1.49698,0.895491,2.15453,292.775,146.449,99.9136,96.9216,5.49767,25.7508,11.1955,16.6951,-6.92605,5.71268,-2.28375,-1.20926,356.979,512.099,512.099,272.76,0.047774319